ROI,Weights,Atlas,Task
7Networks_LH_Vis_5,0.0017969526069024876,schaefer,rest
7Networks_LH_Vis_6,0.05020973815600038,schaefer,rest
7Networks_LH_Vis_7,-0.0040774326496352455,schaefer,rest
7Networks_LH_Vis_8,0.00015193134047883908,schaefer,rest
7Networks_LH_Vis_9,-0.020368235469642722,schaefer,rest
7Networks_LH_Vis_10,0.0005468783550483431,schaefer,rest
7Networks_LH_Vis_11,0.0010656242604038964,schaefer,rest
7Networks_LH_Vis_12,0.06083625028064611,schaefer,rest
7Networks_LH_Vis_13,0.002118497312859314,schaefer,rest
7Networks_LH_Vis_14,0.00041281908455603956,schaefer,rest
7Networks_LH_Vis_15,-0.017814815479520813,schaefer,rest
7Networks_LH_Vis_16,0.004190605555331658,schaefer,rest
7Networks_LH_Vis_17,-0.028892228331629178,schaefer,rest
7Networks_LH_Vis_18,0.0050798157446434134,schaefer,rest
7Networks_LH_Vis_19,0.011068309592322597,schaefer,rest
7Networks_LH_Vis_20,-0.059620930927145155,schaefer,rest
7Networks_LH_Vis_21,-0.05587426489199104,schaefer,rest
7Networks_LH_Vis_22,0.0038134044832618067,schaefer,rest
7Networks_LH_Vis_23,-0.002011468167308049,schaefer,rest
7Networks_LH_Vis_24,-0.03510877572510137,schaefer,rest
7Networks_LH_Vis_25,-0.06142647582607504,schaefer,rest
7Networks_LH_Vis_26,-0.007182684059994133,schaefer,rest
7Networks_LH_Vis_27,0.0041397229529096325,schaefer,rest
7Networks_LH_Vis_28,-0.003769129127572914,schaefer,rest
7Networks_LH_Vis_29,-0.006734965858266151,schaefer,rest
7Networks_LH_Vis_30,-0.0020654835861536585,schaefer,rest
7Networks_LH_Vis_31,-0.0027159805415414105,schaefer,rest
7Networks_LH_SomMot_1,-0.016658946279169643,schaefer,rest
7Networks_LH_SomMot_2,0.0046911761892045245,schaefer,rest
7Networks_LH_SomMot_3,-9.895071708223915e-05,schaefer,rest
7Networks_LH_SomMot_4,0.016225653991981278,schaefer,rest
7Networks_LH_SomMot_5,-0.00827479081913868,schaefer,rest
7Networks_LH_SomMot_6,-0.05082032171548483,schaefer,rest
7Networks_LH_SomMot_7,-0.007751775852922271,schaefer,rest
7Networks_LH_SomMot_8,-0.009123900039843381,schaefer,rest
7Networks_LH_SomMot_9,-0.05486054130577743,schaefer,rest
7Networks_LH_SomMot_10,-0.004182264120289591,schaefer,rest
7Networks_LH_SomMot_11,0.008154029291405058,schaefer,rest
7Networks_LH_SomMot_12,0.004544929826396121,schaefer,rest
7Networks_LH_SomMot_13,0.03333204591332722,schaefer,rest
7Networks_LH_SomMot_14,0.00019475989165455658,schaefer,rest
7Networks_LH_SomMot_15,0.001207658648809229,schaefer,rest
7Networks_LH_SomMot_16,-0.008094042348022934,schaefer,rest
7Networks_LH_SomMot_17,-0.02437984815233709,schaefer,rest
7Networks_LH_SomMot_18,-0.01668358072920524,schaefer,rest
7Networks_LH_SomMot_19,-0.003660212772139284,schaefer,rest
7Networks_LH_SomMot_20,0.002730968959933707,schaefer,rest
7Networks_LH_SomMot_21,-0.00931895295006834,schaefer,rest
7Networks_LH_SomMot_22,-0.037067199127774154,schaefer,rest
7Networks_LH_SomMot_23,-0.013786096810419077,schaefer,rest
7Networks_LH_SomMot_24,-0.044916957039331316,schaefer,rest
7Networks_LH_SomMot_25,-0.004002114265724967,schaefer,rest
7Networks_LH_SomMot_26,-0.004561129467413438,schaefer,rest
7Networks_LH_SomMot_27,-0.0019727661992214617,schaefer,rest
7Networks_LH_SomMot_28,-0.0027629274194028515,schaefer,rest
7Networks_LH_SomMot_29,-0.006273260638846701,schaefer,rest
7Networks_LH_SomMot_30,-0.03828133042927422,schaefer,rest
7Networks_LH_SomMot_31,-0.0015408350105240837,schaefer,rest
7Networks_LH_SomMot_32,-0.00914059482287833,schaefer,rest
7Networks_LH_SomMot_33,0.0007153354352784654,schaefer,rest
7Networks_LH_SomMot_34,-0.011003762812911322,schaefer,rest
7Networks_LH_SomMot_35,0.00459954150973527,schaefer,rest
7Networks_LH_SomMot_36,0.0036623827740941447,schaefer,rest
7Networks_LH_SomMot_37,0.004111566146228919,schaefer,rest
7Networks_LH_DorsAttn_Post_1,0.005105226801110104,schaefer,rest
7Networks_LH_DorsAttn_Post_2,0.008759751592223301,schaefer,rest
7Networks_LH_DorsAttn_Post_3,0.006144525995452405,schaefer,rest
7Networks_LH_DorsAttn_Post_4,0.007321635517404547,schaefer,rest
7Networks_LH_DorsAttn_Post_5,0.002599582402466644,schaefer,rest
7Networks_LH_DorsAttn_Post_6,-0.004733483660136335,schaefer,rest
7Networks_LH_DorsAttn_Post_7,-0.015255423484618733,schaefer,rest
7Networks_LH_DorsAttn_Post_8,-0.012548708530373239,schaefer,rest
7Networks_LH_DorsAttn_Post_9,-0.008013504064580549,schaefer,rest
7Networks_LH_DorsAttn_Post_10,-0.01706166944185145,schaefer,rest
7Networks_LH_DorsAttn_Post_11,0.008126993763499396,schaefer,rest
7Networks_LH_DorsAttn_Post_12,0.001657373748262759,schaefer,rest
7Networks_LH_DorsAttn_Post_13,0.009892127336583092,schaefer,rest
7Networks_LH_DorsAttn_Post_14,0.008010136370518657,schaefer,rest
7Networks_LH_DorsAttn_Post_15,0.010735052300336691,schaefer,rest
7Networks_LH_DorsAttn_Post_16,0.0052533714526203845,schaefer,rest
7Networks_LH_DorsAttn_Post_17,0.004521418659336026,schaefer,rest
7Networks_LH_DorsAttn_FEF_1,0.0027188640537007414,schaefer,rest
7Networks_LH_DorsAttn_FEF_2,-0.012748585433308271,schaefer,rest
7Networks_LH_DorsAttn_FEF_3,0.00884251061888447,schaefer,rest
7Networks_LH_DorsAttn_FEF_4,0.01454342374924271,schaefer,rest
7Networks_LH_DorsAttn_PrCv_1,0.01874840684483555,schaefer,rest
7Networks_LH_DorsAttn_PrCv_2,-0.02626788336838474,schaefer,rest
7Networks_LH_SalVentAttn_ParOper_1,-0.009737351833595888,schaefer,rest
7Networks_LH_SalVentAttn_ParOper_2,-0.0023522659050489816,schaefer,rest
7Networks_LH_SalVentAttn_ParOper_3,-0.010390705241167955,schaefer,rest
7Networks_LH_SalVentAttn_ParOper_4,0.01999365406647539,schaefer,rest
7Networks_LH_SalVentAttn_TempOcc_1,0.005510217235957579,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_1,-0.028271892095651202,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_2,-0.016922367922201604,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_3,0.005128154672947598,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_4,-0.004045044955937323,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_5,-0.04936092175792354,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_6,-0.01673180371168435,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_7,-0.03000328439461739,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_8,-0.020312379622360377,schaefer,rest
7Networks_LH_SalVentAttn_FrOperIns_9,0.017818415019858598,schaefer,rest
7Networks_LH_SalVentAttn_PFCl_1,-0.04821267371843829,schaefer,rest
7Networks_LH_SalVentAttn_Med_1,-0.013669580809452095,schaefer,rest
7Networks_LH_SalVentAttn_Med_2,0.07020013066460506,schaefer,rest
7Networks_LH_SalVentAttn_Med_3,-0.05686449175664571,schaefer,rest
7Networks_LH_SalVentAttn_Med_4,-0.003494015757532693,schaefer,rest
7Networks_LH_SalVentAttn_Med_5,-0.03143691921223769,schaefer,rest
7Networks_LH_SalVentAttn_Med_6,-0.0003774007403846764,schaefer,rest
7Networks_LH_SalVentAttn_Med_7,-0.0005638213708923724,schaefer,rest
7Networks_LH_Limbic_OFC_1,-0.003908713839484137,schaefer,rest
7Networks_LH_Limbic_OFC_2,-0.0009318124388543997,schaefer,rest
7Networks_LH_Limbic_OFC_3,0.0001022397232492477,schaefer,rest
7Networks_LH_Limbic_OFC_4,0.0017492183979852648,schaefer,rest
7Networks_LH_Limbic_OFC_5,-0.002522781197156243,schaefer,rest
7Networks_LH_Limbic_TempPole_1,0.00037452867459399303,schaefer,rest
7Networks_LH_Limbic_TempPole_2,-0.008090967407229407,schaefer,rest
7Networks_LH_Limbic_TempPole_3,-0.0004587626432026242,schaefer,rest
7Networks_LH_Limbic_TempPole_4,-0.00974889681845567,schaefer,rest
7Networks_LH_Limbic_TempPole_5,0.0010456999594673304,schaefer,rest
7Networks_LH_Limbic_TempPole_6,0.0007043012150733388,schaefer,rest
7Networks_LH_Limbic_TempPole_7,-0.0012742690960971088,schaefer,rest
7Networks_LH_Limbic_TempPole_8,0.0006118432764812938,schaefer,rest
7Networks_LH_Cont_Par_1,0.005237194647064477,schaefer,rest
7Networks_LH_Cont_Par_2,0.013508756436287902,schaefer,rest
